ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,PAST_DUE_COUNT,CREDIT_INQUIRIES_6M,EXISTING_LOANS,ACCOUNT_AGE_MONTHS,APPROVED
937,M,Y,Y,1,58200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21900,-10220,0,0,1,Laborers,2,0,0,0,48,1
938,F,N,Y,2,90300.0,Student,Secondary / secondary special,Married,House / apartment,-7665,-10585,0,0,0,Sales staff,4,1,1,2,16,1
939,M,Y,N,0,42000.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-10220,0,1,0,Cooking staff,2,1,1,2,28,1
940,F,Y,Y,0,49300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10585,-9490,0,0,1,Managers,1,1,1,1,26,1
941,M,N,N,0,35500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21535,-5110,0,1,0,Cooking staff,1,0,2,1,18,1
942,F,Y,Y,0,66100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10950,365243,0,0,0,Cooking staff,2,0,0,1,31,0
943,F,N,Y,0,33100.0,Working,Secondary / secondary special,Widow,House / apartment,-25185,-9855,0,1,1,Other,1,0,0,0,6,1
944,F,N,Y,3,31400.0,Working,Higher education,Married,House / apartment,-22995,-5475,0,1,1,Managers,5,0,2,3,9,1
945,M,Y,Y,0,47400.0,Working,Higher education,Single / not married,House / apartment,-25185,-3285,1,0,0,Drivers,1,1,1,0,21,1
946,M,N,Y,3,26600.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-12045,0,0,0,Security staff,5,2,4,1,40,0
947,M,N,N,0,109200.0,Working,Secondary / secondary special,Married,With parents,-24090,-4015,1,1,1,Managers,2,4,1,0,37,0
948,F,N,N,3,128500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21900,365243,0,1,0,Accountants,5,1,2,1,41,0
949,F,Y,Y,0,39100.0,Working,Secondary / secondary special,Married,Rented apartment,-16425,-2555,0,0,0,Medicine staff,2,1,0,4,55,0
950,F,N,Y,2,24500.0,Working,Secondary / secondary special,Widow,Municipal apartment,-14235,-11315,0,0,1,Other,3,0,2,0,34,1
951,F,Y,N,0,58000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13505,-8395,0,0,1,Accountants,1,1,1,0,16,0
952,F,N,Y,3,38500.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-1460,0,1,1,Core staff,5,0,1,0,22,1
953,M,Y,N,0,88200.0,Pensioner,Higher education,Married,House / apartment,-24090,365243,0,0,1,Laborers,2,1,1,2,49,1
954,F,N,N,0,33100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21900,-3650,0,1,0,Drivers,2,0,1,1,48,1
955,M,Y,N,0,64400.0,Working,Incomplete higher,Married,House / apartment,-10585,-5840,0,0,0,Medicine staff,2,0,2,2,17,1
956,M,Y,Y,0,51900.0,State servant,Higher education,Single / not married,House / apartment,-7665,-9855,0,0,0,Other,1,1,1,0,16,1
957,F,N,Y,1,35000.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-8395,0,1,0,Laborers,3,0,0,0,28,1
958,M,N,Y,3,55300.0,Commercial associate,Higher education,Married,House / apartment,-21170,-13505,0,0,1,Core staff,5,0,1,0,42,1
959,M,N,N,1,76100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21170,365243,0,0,1,Security staff,3,1,0,0,18,1
960,F,N,N,1,51200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21535,365243,0,1,0,High skill tech staff,3,0,1,2,51,0
961,M,Y,N,0,51500.0,Working,Secondary / secondary special,Married,With parents,-13505,-2190,0,0,0,Laborers,2,0,1,1,22,1
962,F,N,N,1,31700.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-730,1,1,0,Medicine staff,3,0,2,1,48,0
963,M,N,N,0,86900.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-11315,-4015,0,1,0,Sales staff,1,1,0,0,50,1
964,M,Y,N,2,82600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-13870,365243,0,0,0,Managers,3,1,0,3,28,1
965,M,N,N,0,39900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23725,-14235,0,0,0,Cooking staff,1,1,4,1,35,0
966,M,N,N,1,46100.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-730,0,0,0,Drivers,3,2,0,3,36,1
967,F,N,Y,0,99400.0,Working,Higher education,Single / not married,House / apartment,-20805,-13505,0,1,1,Security staff,1,1,2,2,2,1
968,M,N,Y,0,27800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-9855,365243,0,1,0,Drivers,1,0,2,3,39,0
969,F,N,N,0,66300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20075,-14235,0,1,1,High skill tech staff,2,1,2,3,45,1
970,F,Y,Y,0,37100.0,Working,Higher education,Married,House / apartment,-23360,-7300,0,1,0,Accountants,2,0,1,2,23,1
971,F,Y,Y,0,119300.0,Working,Secondary / secondary special,Married,With parents,-9855,-10220,0,0,0,Drivers,2,1,1,0,38,1
972,F,N,N,0,50600.0,Working,Higher education,Single / not married,House / apartment,-21535,-10220,1,0,1,Drivers,1,1,0,2,41,1
973,F,Y,N,2,92100.0,State servant,Higher education,Single / not married,House / apartment,-11315,-9125,0,1,0,Core staff,3,0,0,2,49,1
974,M,Y,N,0,33500.0,State servant,Lower secondary,Married,House / apartment,-10950,-5475,0,1,1,Core staff,2,0,2,2,49,0
975,M,N,Y,2,26300.0,Working,Secondary / secondary special,Married,House / apartment,-19710,-3650,1,0,0,High skill tech staff,4,2,0,0,29,1
976,M,N,N,0,43600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-16060,-13505,0,1,1,Cooking staff,1,0,1,2,34,0
977,F,Y,Y,0,55900.0,Working,Higher education,Married,Municipal apartment,-11680,-9125,0,1,1,High skill tech staff,2,0,2,0,35,1
978,M,N,N,1,38000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10585,365243,1,1,0,Cooking staff,3,1,1,1,52,1
979,F,N,Y,0,71600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15330,-13870,1,0,1,High skill tech staff,2,0,0,0,1,1
980,F,Y,N,0,44100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21170,365243,0,0,0,Sales staff,2,1,0,1,16,1
981,M,N,N,1,20000.0,Working,Higher education,Single / not married,House / apartment,-24090,-2920,0,1,0,Security staff,2,0,2,3,33,0
982,F,N,Y,0,64600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18980,-9855,0,0,0,Other,2,0,0,1,26,1
983,M,N,N,1,31500.0,State servant,Secondary / secondary special,Single / not married,With parents,-10220,-7665,0,1,0,Accountants,2,0,0,1,17,0
984,M,N,N,0,40900.0,Working,Secondary / secondary special,Married,House / apartment,-24820,-9855,0,1,0,Managers,2,1,2,3,42,1
985,F,Y,Y,0,106600.0,Student,Higher education,Married,House / apartment,-14965,-4015,0,0,1,Security staff,2,0,3,5,43,1
986,F,N,Y,2,118900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13140,-6570,1,1,0,Managers,3,0,4,0,45,1
987,F,Y,Y,1,36800.0,Working,Secondary / secondary special,Widow,House / apartment,-19345,-6570,0,0,0,Sales staff,2,0,1,0,6,1
988,M,N,Y,0,65400.0,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,-22630,365243,1,1,0,Laborers,2,0,0,0,12,1
989,M,N,N,2,37200.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16425,-13505,0,0,0,Managers,3,0,2,1,38,0
990,F,N,N,3,42500.0,Working,Secondary / secondary special,Married,With parents,-21535,-6935,1,1,0,Sales staff,5,0,0,0,24,0
991,F,Y,Y,0,36200.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-365,0,0,0,Other,2,0,2,0,10,1
992,F,Y,Y,0,20700.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-8760,-8030,0,0,0,Sales staff,1,1,1,1,58,1
993,M,Y,Y,2,51400.0,Working,Higher education,Married,House / apartment,-15695,-6205,0,0,0,High skill tech staff,4,0,2,2,41,1
994,F,N,Y,0,56600.0,Working,Higher education,Civil marriage,House / apartment,-10585,-7300,0,0,1,Security staff,2,0,2,0,36,1
995,M,Y,Y,0,35000.0,Commercial associate,Lower secondary,Married,House / apartment,-20440,-10950,1,1,1,Laborers,2,0,2,1,1,1
996,M,N,Y,0,84400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11315,-1460,0,1,0,Security staff,2,2,1,2,33,1
997,F,Y,Y,1,39400.0,State servant,Secondary / secondary special,Married,House / apartment,-20075,-2555,0,1,1,Other,3,1,3,0,41,0
998,M,N,N,3,35600.0,Commercial associate,Incomplete higher,Married,House / apartment,-11680,-5110,0,1,1,Core staff,5,2,3,0,31,0
999,F,Y,N,1,63800.0,Working,Higher education,Single / not married,House / apartment,-20075,-13140,0,1,0,Cleaning staff,2,0,1,1,27,0
1000,M,N,Y,3,22700.0,Working,Lower secondary,Married,House / apartment,-9855,-4745,1,0,1,Other,5,1,0,1,36,1
1001,M,N,N,0,77100.0,Working,Higher education,Single / not married,Municipal apartment,-17885,-9855,0,0,0,Sales staff,1,0,1,1,58,1
1002,F,N,N,0,40100.0,Working,Higher education,Single / not married,With parents,-14965,-3285,0,0,1,Security staff,1,0,2,0,48,1
1003,F,N,N,1,80400.0,Working,Incomplete higher,Married,House / apartment,-8395,-1825,0,0,0,Medicine staff,3,0,1,0,20,1
1004,F,N,Y,3,93300.0,Pensioner,Higher education,Married,House / apartment,-16060,365243,0,0,1,Security staff,5,0,2,0,27,1
1005,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18250,365243,0,0,1,Medicine staff,2,2,5,2,39,1
1006,F,Y,N,0,32700.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17155,-730,0,0,0,High skill tech staff,2,1,1,0,26,1
1007,F,Y,Y,0,26200.0,Commercial associate,Higher education,Single / not married,House / apartment,-17885,-10950,0,1,0,Cooking staff,1,0,0,1,38,1
1008,F,N,Y,0,23900.0,Working,Higher education,Married,House / apartment,-18250,-6935,1,1,0,Security staff,2,0,1,0,30,1
1009,M,N,N,0,85100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20440,-8760,1,0,0,Sales staff,1,1,1,1,12,1
1010,F,N,N,0,45800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15695,365243,0,1,1,Managers,2,0,2,0,31,1
1011,M,Y,N,2,36300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-20805,-4015,0,0,0,Laborers,4,0,3,3,29,1
1012,F,Y,N,0,45900.0,Working,Secondary / secondary special,Widow,Municipal apartment,-16790,-6935,0,1,0,Other,1,0,1,1,12,1
1013,F,Y,N,1,84100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20440,-9855,0,0,0,Accountants,3,0,0,2,46,1
1014,M,Y,Y,0,72400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17520,-10950,1,0,1,Core staff,2,0,3,2,24,0
1015,F,Y,Y,0,61000.0,Working,Higher education,Married,House / apartment,-20805,-2920,0,0,1,Laborers,2,0,0,0,50,1
1016,F,Y,N,1,67400.0,Working,Secondary / secondary special,Separated,House / apartment,-8760,-2920,0,0,0,Medicine staff,2,0,2,0,50,1
1017,M,Y,Y,2,53600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17885,365243,0,0,0,Cooking staff,4,0,2,1,22,1
1018,F,N,Y,0,57000.0,Commercial associate,Higher education,Married,House / apartment,-23360,-2920,0,1,0,Cleaning staff,2,2,1,1,2,1
1019,F,Y,N,2,54700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12410,365243,0,0,1,Cleaning staff,4,1,0,1,56,1
1020,M,N,N,2,49000.0,Working,Secondary / secondary special,Married,House / apartment,-23360,-12775,0,1,0,Security staff,4,1,0,0,36,0
1021,F,Y,Y,0,71400.0,Working,Incomplete higher,Single / not married,With parents,-23725,-13505,1,1,0,Managers,1,0,1,0,20,1
1022,M,N,Y,0,58700.0,Working,Higher education,Married,House / apartment,-20805,-7665,1,0,0,Security staff,2,0,2,0,17,1
1023,F,N,Y,1,31600.0,Working,Secondary / secondary special,Married,House / apartment,-19345,365243,1,1,0,Sales staff,3,0,2,0,10,1
1024,F,Y,Y,0,63900.0,Commercial associate,Higher education,Married,House / apartment,-18615,-4745,1,1,0,Medicine staff,2,0,0,1,32,1
1025,F,N,N,0,55500.0,Pensioner,Higher education,Separated,House / apartment,-12410,365243,0,0,1,Cooking staff,1,0,1,2,14,1
1026,F,Y,Y,0,66500.0,Commercial associate,Higher education,Married,House / apartment,-16425,-8395,0,1,0,Drivers,2,1,0,2,10,1
1027,F,N,N,0,46500.0,Student,Secondary / secondary special,Single / not married,House / apartment,-10585,-2920,0,1,0,Other,1,0,1,3,40,1
1028,F,Y,N,2,73600.0,Working,Secondary / secondary special,Civil marriage,With parents,-16425,-3285,0,1,0,Core staff,4,0,3,3,59,1
1029,M,N,N,0,47500.0,Working,Higher education,Married,House / apartment,-22265,-6205,1,1,0,Other,2,0,3,0,50,1
1030,F,N,Y,0,70400.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-2920,0,1,1,Drivers,2,3,0,2,39,0
1031,M,Y,Y,0,39000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16425,-4380,0,1,0,High skill tech staff,2,2,2,1,19,0
1032,F,N,Y,1,40400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18250,-12045,0,0,0,Drivers,2,1,3,2,57,1
1033,M,Y,Y,1,66200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14600,-1095,0,0,0,Accountants,2,1,3,0,6,0
1034,M,N,N,3,41500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15695,-10950,0,1,0,Managers,5,0,1,0,36,1
1035,M,N,Y,2,147700.0,Working,Secondary / secondary special,Married,With parents,-7665,-10950,0,1,0,Cleaning staff,4,0,1,0,37,1
1036,F,N,N,1,65100.0,Working,Higher education,Widow,House / apartment,-12775,-9490,1,0,0,Cooking staff,2,2,1,0,39,0
1037,M,Y,Y,0,49600.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-8760,1,1,1,Cooking staff,2,1,1,3,10,1
1038,F,N,Y,0,73900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18250,365243,0,1,0,Accountants,2,0,0,0,41,1
1039,M,N,N,1,38500.0,Pensioner,Higher education,Married,House / apartment,-11315,365243,1,0,0,Security staff,3,0,2,3,22,1
1040,M,Y,N,2,77800.0,Working,Secondary / secondary special,Married,Municipal apartment,-16790,-7300,0,1,0,Core staff,4,2,1,0,28,0
1041,F,Y,Y,3,76700.0,Pensioner,Higher education,Married,House / apartment,-18250,365243,1,1,0,Cleaning staff,5,2,0,1,17,1
1042,F,Y,Y,1,91700.0,Commercial associate,Secondary / secondary special,Married,With parents,-10585,-365,0,1,0,Cleaning staff,3,0,0,0,17,0
1043,M,N,Y,0,39300.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-9855,0,0,1,Other,2,0,0,0,42,0
1044,F,Y,N,0,26600.0,Working,Secondary / secondary special,Married,Rented apartment,-24455,-4745,0,1,1,Security staff,2,0,2,0,10,1
1045,F,N,Y,0,36100.0,Commercial associate,Lower secondary,Married,House / apartment,-24455,-2920,1,0,0,Cooking staff,2,0,1,3,35,1
1046,F,Y,N,0,42600.0,Working,Secondary / secondary special,Married,With parents,-19710,-1095,0,0,1,Core staff,2,1,1,2,29,0
1047,M,Y,N,0,112800.0,Working,Higher education,Married,House / apartment,-19345,-1460,0,0,0,Accountants,2,0,1,2,59,1
1048,M,N,N,0,146900.0,Working,Secondary / secondary special,Married,House / apartment,-19710,-4380,0,0,1,Drivers,2,0,2,0,14,0
1049,F,N,Y,0,58200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-7665,-7300,0,1,1,Managers,1,1,0,0,50,1
1050,M,N,Y,1,49300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12775,-4745,1,0,0,Accountants,3,0,3,2,19,1
1051,F,N,N,0,41200.0,State servant,Higher education,Married,House / apartment,-18615,-6205,0,0,0,Laborers,2,0,2,2,43,1
1052,F,N,Y,1,74000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,-2920,0,0,0,Sales staff,3,1,0,1,28,0
1053,F,Y,Y,0,146400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9855,-9125,0,0,0,Core staff,1,1,1,1,1,1
1054,F,Y,Y,0,119700.0,Pensioner,Higher education,Married,House / apartment,-23725,365243,1,1,1,Core staff,2,0,1,2,43,1
1055,F,N,Y,3,86600.0,Working,Secondary / secondary special,Married,House / apartment,-19345,-7300,0,1,1,Drivers,5,2,2,0,32,1
1056,M,N,Y,0,86000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22630,-10585,0,1,0,Cooking staff,1,1,3,1,23,1
1057,F,N,Y,3,74300.0,Working,Secondary / secondary special,Married,House / apartment,-18980,-3285,0,0,1,Core staff,5,0,1,2,34,1
1058,M,Y,N,0,47900.0,Commercial associate,Lower secondary,Married,Municipal apartment,-9125,-11315,0,0,0,Sales staff,2,1,0,2,15,1
1059,F,Y,N,0,33900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21170,-1825,0,1,0,Accountants,2,0,2,1,17,1
1060,F,Y,Y,0,48500.0,Commercial associate,Academic degree,Married,House / apartment,-9125,-9125,0,1,0,Core staff,2,0,4,0,4,1
1061,F,N,Y,0,60500.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-8395,0,0,0,Managers,2,1,0,1,56,0
1062,F,N,N,0,23700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9855,-4745,0,0,0,Core staff,2,1,0,0,35,1
1063,F,N,N,1,45400.0,Working,Incomplete higher,Civil marriage,House / apartment,-16425,-9125,1,0,1,Medicine staff,3,0,3,2,28,1
1064,M,Y,Y,0,32400.0,Working,Secondary / secondary special,Married,House / apartment,-16425,-12775,0,1,1,Other,2,1,2,0,42,1
1065,M,N,N,1,81400.0,Working,Secondary / secondary special,Married,With parents,-8395,-2190,0,0,1,High skill tech staff,3,1,1,0,59,1
1066,F,N,N,0,37200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20440,-13140,0,1,0,Medicine staff,2,0,1,1,9,1
1067,M,Y,Y,0,57800.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-12775,1,0,0,High skill tech staff,2,1,0,2,40,1
1068,M,N,N,2,34500.0,Working,Secondary / secondary special,Married,Municipal apartment,-15695,-365,0,1,0,Cleaning staff,4,0,2,1,18,1
1069,M,Y,N,2,109000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10220,-10220,0,0,0,Laborers,4,1,0,1,29,1
1070,M,Y,N,0,20900.0,Working,Secondary / secondary special,Married,House / apartment,-18615,-6935,0,0,0,Security staff,2,0,3,3,13,0
1071,M,N,Y,0,62200.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-14965,-14235,1,0,1,Security staff,1,0,1,1,43,1
1072,M,N,N,0,25900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23725,-2920,0,0,1,Drivers,2,1,0,1,45,1
1073,M,N,N,3,38000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20075,365243,0,1,0,Cooking staff,5,0,2,0,56,1
1074,M,N,Y,0,54300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22265,-7300,0,0,0,Cleaning staff,1,0,0,0,20,1
1075,F,Y,N,2,55700.0,Working,Higher education,Married,House / apartment,-22265,-12410,0,1,1,Accountants,4,1,1,1,19,1
1076,M,N,Y,0,55000.0,State servant,Secondary / secondary special,Married,With parents,-22630,-10220,1,1,0,Sales staff,2,0,1,1,55,1
1077,M,N,Y,4,52900.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-17885,365243,0,1,0,Core staff,6,0,0,1,58,1
1078,F,N,Y,0,35600.0,Pensioner,Incomplete higher,Married,With parents,-8395,365243,0,1,1,Cleaning staff,2,0,1,3,19,0
1079,M,N,N,0,45200.0,Working,Higher education,Married,Municipal apartment,-23360,-4380,0,1,0,Medicine staff,2,1,0,1,33,1
1080,F,Y,N,1,49800.0,Working,Higher education,Single / not married,House / apartment,-16425,-3650,1,0,1,Sales staff,2,0,2,2,15,1
1081,F,Y,Y,3,54100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8030,-8760,1,1,1,Core staff,5,0,1,1,34,1
1082,M,N,N,3,47400.0,Working,Higher education,Single / not married,House / apartment,-23360,-9125,0,0,0,Accountants,4,0,0,0,36,0
1083,M,Y,Y,1,70600.0,State servant,Secondary / secondary special,Married,House / apartment,-22265,-6935,0,1,0,Security staff,3,0,0,0,18,1
1084,F,N,N,1,51400.0,Working,Incomplete higher,Civil marriage,House / apartment,-19710,-8760,0,0,0,High skill tech staff,3,1,1,3,16,1
1085,F,Y,N,1,54200.0,Working,Secondary / secondary special,Married,House / apartment,-12775,-3285,0,1,0,Core staff,3,0,2,2,54,1
1086,F,Y,N,1,40500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21535,-4380,0,1,1,Core staff,3,0,1,1,15,1
